,0
1713,India Nippon Electricals Ltd
1714,Vascon Engineers Ltd
1715,Shanthala FMCG Products Ltd
1716,Perfectpac Ltd
1717,OK Play India Ltd
1718,Indus Towers Ltd
1719,Generic Engineering Construction & Projects Ltd
1720,Escorts Kubota Ltd
1721,Captain Polyplast Ltd
1722,Bharat Parenterals Ltd
1723,Anand Rayons Ltd
1724,Anjani Foods Ltd
1725,Bajaj Finserv Ltd
1726,Paul Merchants Ltd
1727,Bambino Agro Industries Ltd
1728,Aakash Exploration Services Ltd
1729,Rajshree Polypack Ltd
1730,Borosil Ltd
1731,Pavna Industries Ltd
1732,Welcast Steels Ltd
1733,India Shelter Finance Corporation Ltd
1734,Delphi World Money Ltd
1735,Ipca Laboratories Ltd
1736,Shree Metalloys Ltd
1737,Zodiac Energy Ltd
1738,Nidhi Granites Ltd
1739,AD Manum Finance Ltd
1740,Muthoot Microfin Ltd
1741,Ritesh International Ltd
1742,JK Tyre & Industries Ltd
1743,Ambalal Sarabhai Enterprises Ltd
1744,Vaibhav Global Ltd
1745,Transglobe Foods Ltd
1746,Sharat Industries Ltd
1747,Krishana Phoschem Ltd
1748,Dhruv Consultancy Services Ltd
1749,Jay Bharat Maruti Ltd
1750,Veljan Denison Ltd
1751,Shilp Gravures Ltd
1752,Saptarishi Agro Industries Ltd
1753,NCL Industries Ltd
1754,John Cockerill India Ltd
1755,Rane Holdings Ltd
1756,Him Teknoforge Ltd
1757,Zeal Aqua Ltd
1758,Vivo Bio Tech Ltd
1759,Regency Fincorp Ltd
1760,Soma Textiles & Industries Ltd
1761,Jindal Saw Ltd
1762,Giriraj Civil Developers Ltd
1763,Rhetan TMT Ltd
1764,Accuracy Shipping Ltd
1765,Sterlite Technologies Ltd
1766,KHFM Hospitality & Facility Mgt. Services Ltd
1767,Paradeep Phosphates Ltd
1768,Hatsun Agro Product Ltd
1769,Ugro Capital Ltd
1770,Bemco Hydraulics Ltd
1771,EFC (I) Ltd
1772,Eastern Logica Infoway Ltd
1773,Vivanza Biosciences Ltd
1774,TransIndia Real Estate Ltd
1775,Heubach Colorants India Ltd
1776,Chembond Chemicals Ltd
1777,Multibase India Ltd
1778,Rajesh Exports Ltd
1779,Thirumalai Chemicals Ltd
1780,Gennex Laboratories Ltd
1781,Ultramarine & Pigments Ltd
1782,Aspinwall & Company Ltd
1783,Rajasthan Tube Manufacturing Co Ltd
1784,Howard Hotels Ltd
1785,Sakthi Sugars Ltd
1786,Dhanashree Electronics Ltd
1787,Gujarat Alkalies & Chemicals Ltd
1788,Oriental Carbon & Chemicals Ltd
1789,Wheels India Ltd
1790,Eighty Jewellers Ltd
1791,ISMT Ltd
1792,Mangalam Global Enterprise Ltd
1793,ISGEC Heavy Engineering  Ltd
1794,India Finsec Ltd
1795,KKalpana Industries (India) Ltd
1796,Cella Space Ltd
1797,Tara Chand Infralogistic Solutions Ltd
1798,Sharp Chucks and Machines Ltd
1799,Reliance Chemotex Industries Ltd
1800,Amber Enterprises India Ltd
1801,Aditya Birla Money Ltd
1802,HeidelbergCement India Ltd
1803,Shri Keshav Cements & Infra Ltd
1804,Milestone Global Ltd
1805,Zuari Industries Ltd
1806,Lahoti Overseas Ltd
1807,Apex Frozen Foods Ltd
1808,RR Metalmakers India Ltd
1809,Naga Dhunseri Group Ltd
1810,Ganesha Ecosphere Ltd
1811,Accel Ltd
1812,Ujjivan Small Finance Bank Ltd
1813,Aarti Surfactants Ltd
1814,Shigan Quantum Technologies Ltd
1815,Shree Bhavya Fabrics Ltd
1816,Heritage Foods Ltd
1817,SIS Ltd
1818,Shalby Ltd
1819,Silgo Retail Ltd
1820,Atal Realtech Ltd
1821,Kandarp Digi Smart BPO Ltd
1822,Shipping Corporation of India Ltd
1823,Apis India Ltd
1824,Sabar Flex India Ltd
1825,Shaily Engineering Plastics Ltd
1826,MMP Industries Ltd
1827,Vinny Overseas Ltd
1828,Ganga Papers India Ltd
1829,BEML Ltd
1830,Gowra Leasing & Finance Ltd
1831,Emami Paper Mills Ltd
1832,Aarti Industries Ltd
1833,Medicamen Biotech Ltd
1834,National Fittings Ltd
1835,Balrampur Chini Mills Ltd
1836,Investment & Precision Castings Ltd
1837,J K Cements Ltd
1838,Man Industries (India) Ltd
1839,Shree Ajit Pulp and Paper Ltd
1840,Avadh Sugar & Energy Ltd
1841,Khadim India Ltd
1842,Dynamatic Technologies Ltd
1843,Orient Bell Ltd
1844,Virya Resources Ltd
1845,Onward Technologies Ltd
1846,Shakti Pumps (India) Ltd
1847,Kakatiya Textiles Ltd
1848,Uflex Ltd
1849,Unick Fix-A-Form And Printers Ltd
1850,Cosmo Ferrites Ltd
1851,RTS Power Corporation Ltd
1852,Home First Finance Company India Ltd
1853,Conart Engineers Ltd
1854,Constronics Infra Ltd
1855,IST Ltd
1856,Prestige Estates Projects Ltd
1857,Suryalakshmi Cotton Mills Ltd
1858,Globe International Carriers Ltd
1859,Swaraj Suiting Ltd
1860,Ujjivan Financial Services Ltd
1861,Sreechem Resins Ltd
1862,Almondz Global Securities Ltd
1863,Lotus Eye Hospital & Institute Ltd
1864,Modison Ltd
1865,Exide Industries Ltd
1866,Zuari Agro Chemicals Ltd
1867,Jhaveri Credits & Capital Ltd
1868,Sunil Industries Ltd
1869,Mahindra Holidays & Resorts India Ltd
1870,Adani Energy Solutions Ltd
1871,Gallantt Ispat Ltd.
1872,Apollo Tyres Ltd
1873,Rategain Travel Technologies Ltd
1874,Sailani Tours N Travels Ltd
1875,Veekayem Fashion & Apparels Ltd
1876,Shree Ram Proteins Ltd
1877,Manaksia Aluminium Company Ltd
1878,Camlin Fine Sciences Ltd
1879,Mahalaxmi Rubtech Ltd
1880,Lemon Tree Hotels Ltd
1881,Balmer Lawrie & Company Ltd
1882,Pee Cee Cosma Sope Ltd
1883,IFGL Refractories Ltd
1884,James Warren Tea Ltd
1885,Unison Metals Ltd
1886,Rossell India Ltd
1887,Alfa Ica (India) Ltd
1888,Riba Textiles Ltd
1889,Shriram Properties Ltd
1890,TTK Healthcare Ltd
1891,Simplex Castings Ltd
1892,Poojawestern Metaliks Ltd
1893,S. V. J. Enterprises Ltd
1894,Royale Manor Hotels & Industries Ltd
1895,Arnold Holdings Ltd
1896,DCM Shriram Industries Ltd
1897,Richa Info Systems Ltd
1898,Hilton Metal Forging Ltd
1899,Baid Finserv Ltd
1900,ACC Ltd
1901,NTC Industries Ltd
1902,Shubhlaxmi Jewel Art Ltd
1903,Tirupati Foam Ltd
1904,ICICI Prudential Life Insurance Company Ltd
1905,Sakthi Finance Ltd
1906,Bhandari Hosiery Exports Ltd
1907,Balurghat Technologies Ltd
1908,Lead Reclaim and Rubber Products Ltd
1909,KMG Milk Food Ltd
1910,Dhampur Bio Organics Ltd
1911,Kanchi Karpooram Ltd
1912,Electrosteel Castings Ltd
1913,Welspun Enterprises Ltd
1914,Adeshwar Meditex Ltd
1915,Grasim Industries Ltd
1916,Radix Industries (India) Ltd
1917,South West Pinnacle Exploration Ltd
1918,Innovators Facade Systems Ltd
1919,Variman Global Enterprises Ltd
1920,Welcure Drugs & Pharmaceuticals Ltd
1921,Phoenix Mills Ltd
1922,Auro Laboratories Ltd
1923,Ranjeet Mechatronics Ltd
1924,Orient Beverages Ltd
1925,SBFC Finance Ltd
1926,Elin Electronics Ltd
1927,CIAN Agro Industries & Infrastructure Ltd
1928,Visaka Industries Ltd
1929,Frontier Capital Ltd
1930,Kilitch Drugs (India) Ltd
1931,Titaanium Ten Enterprise Ltd
1932,Edelweiss Financial Services Ltd
1933,Kesoram Industries Ltd
1934,Safa Systems & Technologies Ltd
1935,Gopal Iron & Steels Co.(Gujarat) Ltd
1936,Alfa Transformers Ltd
1937,Garnet International Ltd
1938,Vivanta Industries Ltd
1939,Lokesh Machines Ltd
1940,Fortis Healthcare Ltd
1941,NTPC Ltd
1942,Competent Automobiles Company Ltd
1943,United Polyfab Gujarat Ltd
1944,Sapphire Foods India Ltd
1945,Esaar (India) Ltd
1946,Sreeleathers Ltd
1947,Indiabulls Housing Finance Ltd
1948,Dollar Industries Ltd
1949,A-1 Acid Ltd
1950,Real Touch Finance Ltd.
1951,Tata Coffee Ltd
1952,Cholamandalam Financial Holdings Ltd
1953,Fedbank Financial Services Ltd
1954,Bengal & Assam Company Ltd
1955,GAIL (India) Ltd
1956,KIFS Financial Services Ltd
1957,Mangalam Worldwide Ltd
1958,Manaksia Coated Metals & Industries Ltd
1959,Crown Lifters Ltd
1960,Insecticides India Ltd
1961,Narbada Gems & Jewellery Ltd
1962,Cholamandalam Investment & Finance Company Ltd
1963,Decipher Labs Ltd
1964,Artefact Projects Ltd
1965,Expo Gas Containers Ltd
1966,Bajaj Holdings & Investment Ltd
1967,Syncom Formulations (India) Ltd
1968,Black Rose Industries Ltd
1969,Kranti Industries Ltd
1970,BSEL ALGO Ltd
1971,Electrotherm (India) Ltd
1972,Madhya Pradesh Today Media Ltd
1973,Anjani Finance Ltd
1974,Prima Agro Ltd
1975,Voltas Ltd
1976,KCK Industries Ltd
1977,Cressanda Railway Solutions Ltd
1978,TruCap Finance Ltd
1979,Promax Power Ltd
1980,Panache Digilife Ltd
1981,Godrej Agrovet Ltd
1982,Swastik Pipe Ltd
1983,Hindustan Adhesives Ltd
1984,Banka Bioloo Ltd
1985,Barak Valley Cements Ltd
1986,Nuway Organic Naturals India Ltd
1987,Nelcast Ltd
1988,Jayaswal Neco Industries Ltd
1989,Bal Pharma Ltd
1990,Tejnaksh Healthcare Ltd
1991,HDFC Life Insurance Company Ltd
1992,Kabsons Industries Ltd
1993,Adani Ports & Special Economic Zone Ltd
1994,Omega Interactive Technologies Ltd
1995,Lerthai Finance Ltd
1996,Colab Cloud Platforms Ltd
1997,Citadel Realty & Developers Ltd
1998,AAVAS Financiers Ltd
1999,Rico Auto Industries Ltd
2000,Star Housing Finance Ltd
2001,Adani Enterprises Ltd
2002,Teesta Agro Industries Ltd
2003,Tourism Finance Corporation of India Ltd
2004,Raghuvansh Agrofarms Ltd
2005,Riddhi Steel & Tube Ltd
2006,Sonam Ltd
2007,SRU Steels Ltd
2008,Cambridge Technology Enterprises Ltd
2009,Shree Renuka Sugars Ltd
2010,Marg Techno-Projects Ltd
2011,SML ISUZU Ltd
2012,Amarjothi Spinning Mills Ltd
2013,Quess Corp Ltd
2014,CEAT Ltd
2015,Somany Ceramics Ltd
2016,Utkarsh Small Finance Bank Ltd
2017,Shrydus Industries Ltd
2018,Hester Biosciences Ltd
2019,Hindprakash Industries Ltd
2020,Lactose (India) Ltd
2021,Tata Consumer Products Ltd
2022,RPSG Ventures Ltd
2023,Tribhovandas Bhimji Zaveri Ltd
2024,Suryoday Small Finance Bank Ltd
2025,Milkfood Ltd
2026,Kamadgiri Fashion Ltd
2027,Alkali Metals Ltd
2028,Kaiser Corporation Ltd
2029,Trigyn Technologies Ltd
2030,Milton Industries Ltd
2031,Austin Engineering Company Ltd
2032,SJVN Ltd
2033,JITF Infra Logistics Ltd
2034,Containe Technologies Ltd
2035,Artemis Electricals & Projects Ltd
2036,Metal Coatings (India) Ltd
2037,IL&FS Investment Managers Ltd
2038,Xchanging Solutions Ltd
2039,TVS Srichakra Ltd
2040,The Phosphate Company Ltd
2041,Chalet Hotels Ltd
2042,PTC India Ltd
2043,Arvind SmartSpaces Ltd
2044,Aster DM Healthcare Ltd
2045,Plastiblends India Ltd
2046,Aurobindo Pharma Ltd
2047,Divyashakti Ltd
2048,Mangal Credit & Fincorp Ltd
2049,Sainik Finance & Industries Ltd
2050,Aditya Spinners Ltd
2051,Emmbi Industries Ltd
2052,Choksi Laboratories Ltd
2053,SDC Techmedia Ltd
2054,Indostar Capital Finance Ltd
2055,Virat Industries Ltd
2056,Reliance Industries Ltd
2057,REC Ltd
2058,Excel Industries Ltd
2059,Mahaveer Infoway Ltd
2060,India Home Loans Ltd
2061,CHL Ltd
2062,Greaves Cotton Ltd
2063,Power Finance Corporation Ltd
2064,Sakuma Exports Ltd
2065,DRA Consultants Ltd
2066,WEP Solutions Ltd
2067,Anupam Finserv Ltd
2068,Tirupati Sarjan Ltd
2069,Aksh Optifibre Ltd
2070,Cadsys (India) Ltd
2071,Misquita Engineering Ltd
2072,Repco Home Finance Ltd
2073,Renaissance Global Ltd
2074,KEN Financial Services Ltd
2075,SP Refractories Ltd
2076,Deccan Cements Ltd
2077,F Mec International Financial Services Ltd
2078,Dipna Pharmachem Ltd
2079,Sah Polymers Ltd
2080,Shree Cement Ltd
2081,Alpa Laboratories Ltd
2082,Liberty Shoes Ltd
2083,Lagnam Spintex Ltd
2084,DU DIgital Global Ltd
2085,Global Surfaces Ltd
2086,Capri Global Capital Ltd
2087,Supra Pacific Financial Services Ltd
2088,GEE Ltd
2089,GRP Ltd
2090,Diligent Industries Ltd
2091,Reliance Infrastructure Ltd
2092,Shubham Polyspin Ltd
2093,Jigar Cables Ltd
2094,Barbeque-Nation Hospitality Ltd
2095,Apollo Pipes Ltd
2096,Sakar Healthcare Ltd
2097,Tatva Chintan Pharma Chem Ltd
2098,United Van Der Horst Ltd
2099,Mahindra & Mahindra Financial Services Ltd
2100,Kitex Garments Ltd
2101,Ishita Drugs & Industries Ltd
2102,Croissance Ltd
2103,Bharat Bijlee Ltd
2104,Binayaka Tex Processors Ltd
2105,HPL Electric & Power Ltd
2106,KM Sugar Mills Ltd
2107,PTL Enterprises Ltd
2108,Super Bakers (India) Ltd
2109,JMD Ventures Ltd
2110,Subros Ltd
2111,Housing & Urban Development Corporation Ltd
2112,Simran Farms Ltd
2113,LKP Securities Ltd
2114,Moschip Technologies Ltd
2115,Walpar Nutritions Ltd
2116,Organic Recycling Systems Ltd
2117,A.K.Capital Services Ltd
2118,York Exports Ltd
2119,Nakoda Group of Industries Ltd
2120,Samvardhana Motherson International Ltd
2121,Magadh Sugar & Energy Ltd
2122,Macrotech Developers Ltd
2123,Kesar India Ltd
2124,Spel Semiconductor Ltd
2125,Ashnoor Textile Mills Ltd
2126,Brahmaputra Infrastructure Ltd
2127,Parag Milk Foods Ltd
2128,Yamuna Syndicate Ltd
2129,Hil Ltd
2130,Munjal Auto Industries Ltd
2131,Fischer Chemic Ltd
2132,Jindal Photo Ltd
2133,Sandhar Technologies Limited
2134,V R Films & Studios Ltd
2135,GIC Housing Finance Ltd
2136,Vineet Laboratories Ltd
2137,Gulshan Polyols Ltd
2138,Bhagyanagar India Ltd
2139,IRB Infrastructure Developers Ltd
2140,Z F Steering Gear (India) Ltd
2141,Cochin Shipyard Ltd
2142,Capital Trade Links Ltd
2143,Orient Tradelink Ltd
2144,Aryaman Financial Services Ltd
2145,IM+ Capitals Ltd
2146,Rattanindia Power Ltd
2147,HB Leasing & Finance Co Ltd
2148,Arihant Foundations & Housing Ltd
2149,Polymechplast Machines Ltd
2150,Sri Ramakrishna Mills (Coimbatore) Ltd
2151,Morepen Laboratories Ltd
2152,Asi Industries Ltd
2153,BLB Ltd
2154,Steel Exchange India Ltd
2155,Ashiana Ispat Ltd
2156,Jindal Hotels Ltd
2157,Sangam Finserv Ltd
2158,AKG Exim Ltd
2159,Proventus Agrocom Ltd
2160,Kanco Tea & Industries Ltd
2161,ANG Lifesciences India Ltd
2162,NHPC Ltd
2163,IRB InvIT Fund
2164,Dalmia Bharat Ltd
2165,K K Fincorp Ltd
2166,Franklin Leasing & Finance Ltd
2167,Hikal Ltd
2168,Whirlpool of India Ltd
2169,Century Enka Ltd
2170,Brigade Enterprises Ltd
2171,Satin Creditcare Network Ltd
2172,Davangere Sugar Company Ltd
2173,Vishwaraj Sugar Industries Ltd
2174,India Glycols Ltd
2175,Healthcare Global Enterprises Ltd
2176,Deep Industries Ltd
2177,Garbi Finvest Ltd
2178,Aastamangalam Finance Ltd
2179,Lehar Footwears Ltd
2180,Can Fin Homes Ltd
2181,Aveer Foods Ltd
2182,Indag Rubber Ltd
2183,ABM Knowledgeware Ltd
2184,Aryaman Capital Markets Ltd
2185,JSW Steel Ltd
2186,Samhi Hotels Ltd
2187,Sobha Ltd
2188,Quality Foils (India) Ltd
2189,JM Financial Ltd
2190,Kopran Ltd
2191,Precision Camshafts Ltd
2192,Shivalik Rasayan Ltd
2193,India Infrastructure Trust
2194,Ind-Swift Ltd
2195,North Eastern Carrying Corporation Ltd
2196,PNB Housing Finance Ltd
2197,Parin Furniture Ltd
2198,Softsol India Ltd
2199,Jagran Prakashan Ltd
2200,RSD Finance Ltd
2201,Krishanveer Forge Ltd
2202,Shanti Educational Initiatives Ltd
2203,Superhouse Ltd
2204,Commercial Syn Bags Ltd
2205,Mohite Industries Ltd
2206,Techno Electric & Engineering Company Ltd
2207,Gokul Refoils and Solvent Ltd
2208,Nidan Laboratories & Healthcare Ltd
2209,Indian Renewable Energy Development Agency Ltd
2210,RSWM Ltd
2211,Maks Energy Solutions India Ltd
2212,G G Automotive Gears Ltd
2213,Integrated Capital Services Ltd
2214,Shree Steel Wire Ropes Ltd
2215,Mafia Trends Ltd
2216,Spacenet Enterprises India Ltd
2217,The Hi-Tech Gears Ltd
2218,Varroc Engineering Ltd
2219,S.A.L Steel Ltd
2220,Concrete Infra & Media Ltd
2221,Sarveshwar Foods Ltd
2222,Vindhya Telelinks Ltd
2223,Orient Paper & Industries Ltd
2224,Indian Oil Corporation Ltd
2225,ABans Enterprises Ltd
2226,Colinz Laboratories Ltd
2227,Mansi Finance (Chennai) Ltd
2228,Nahar Industrial Enterprises Ltd
2229,Indbank Merchant Banking Services Ltd
2230,Gagan Gases Ltd
2231,Gujarat Industries Power Co Ltd
2232,IZMO Ltd
2233,S H Kelkar & Company Ltd
2234,Equitas Small Finance Bank Ltd
2235,Centenial Surgical Suture Ltd
2236,Virinchi Ltd
2237,Ahlada Engineers Ltd
2238,Gujarat Craft Industries Ltd
2239,Sundaram Finance Ltd
2240,Active Clothing Co Ltd
2241,Sunil Agro Foods Ltd
2242,Eimco Elecon (India) Ltd
2243,Scan Steels Ltd
2244,Dai-ichi Karkaria Ltd
2245,Batliboi Ltd
2246,Zee Entertainment Enterprises Ltd
2247,Rex Sealing & Packing Industries Ltd
2248,Marble City India Ltd
2249,Sugal & Damani Share Brokers Ltd
2250,Shree Rama Multi-Tech Ltd
2251,Somi Conveyor Beltings Ltd
2252,SMS Lifesciences India Ltd
2253,Tata Metaliks Ltd
2254,Kapston Services Ltd
2255,Abans Holdings Ltd
2256,Synthiko Foils Ltd
2257,Jumbo Bag Ltd
2258,BF Investment Ltd
2259,Prakash Industries Ltd
2260,AKI India Ltd
2261,Maagh Advertising & Marketing Services Ltd
2262,Super Tannery Ltd
2263,Vapi Enterprise Ltd
2264,Softtech Engineers Ltd
2265,Beeyu Overseas Ltd
2266,PTC India Financial Services Ltd
2267,Palco Metals Ltd
2268,Mayukh Dealtrade Ltd
2269,Astec Lifesciences Ltd
2270,U. H. Zaveri Ltd
2271,Ravi Leela Granites Ltd
2272,Godrej Industries Ltd
2273,GSS Infotech Ltd
2274,Vedavaag Systems Ltd
2275,Adani Green Energy Ltd
2276,Arunis Abode Ltd
2277,Alankit Ltd
2278,Mangalam Cement Ltd
2279,Le Merite Exports Ltd
2280,Rallis India Ltd
2281,Venky's (India) Ltd
2282,Venus Remedies Ltd
2283,Affordable Robotic & Automation Ltd
2284,United Nilgiri Tea Estates Company Ltd
2285,Sutlej Textiles and Industries Ltd
2286,Megasoft Ltd
2287,Solid Stone Company Ltd
2288,SPS Finquest Ltd
2289,India Grid Trust
2290,ESAF Small Finance Bank Ltd
2291,Bharat Forge Ltd
2292,Ambani Organics Ltd
2293,Lex Nimble Solutions Ltd
2294,Vardhman Holdings Ltd
2295,Sky Industries Ltd
2296,Centum Electronics Ltd
2297,Lancor Holdings Ltd
2298,ABC India Ltd
2299,Jiwanram Sheoduttrai Industries Ltd
2300,Bloom Industries Ltd
2301,Eco Recycling Ltd
2302,GTV Engineering Ltd
2303,Banaras Beads Ltd
2304,Vadivarhe Speciality Chemicals Ltd
2305,PG Foils Ltd
2306,LIC Housing Finance Ltd
2307,Mirza International Ltd
2308,L&T Finance Holdings Ltd
2309,Rupa & Company Ltd
2310,Shashijit Infraprojects Ltd
2311,Phyto Chem (India) Ltd
2312,Modern Insulators Ltd
2313,Chennai Ferrous Industries Ltd
2314,Genesys International Corporation Ltd
2315,ANI Integrated Services Ltd
2316,Shrem InvIT
2317,Manali Petrochemicals Ltd
2318,GE T&D India Ltd
2319,Nagreeka Capital & Infrastructure Ltd
2320,Khaitan (India) Ltd
2321,Nutech Global Ltd
2322,Energy Development Company Ltd
2323,Yuken India Ltd
2324,Honasa Consumer Ltd
2325,Zenith Fibres Ltd
2326,Rane Engine Valve Ltd
2327,Nahar Spinning Mills Ltd
2328,Sundaram Multi Pap Ltd
2329,Ajmera Realty & Infra India Ltd
2330,Shri Krishna Devcon Ltd
2331,Standard Capital Markets Ltd
2332,Blue Cloud Softech Solutions Ltd
2333,MRF Ltd
2334,Uravi T and Wedge Lamps Ltd
2335,Capfin India Ltd
2336,Systematix Corporate Services Ltd
2337,Smruthi Organics Ltd
2338,Alembic Pharmaceuticals Ltd
2339,AU Small Finance Bank Ltd
2340,MPIL Corporation Ltd
2341,O.P Chains Ltd
2342,Huhtamaki India Ltd
2343,Industrial & Prudential Investment Company Ltd
2344,Jonjua Overseas Ltd
2345,Khemani Distributors & Marketing Ltd
2346,Mahindra Logistics Ltd
2347,Continental Chemicals Ltd
2348,Prudential Sugar Corporation Ltd
2349,A G Universal Ltd
2350,Bharat Textiles & Proofing Industries Ltd
2351,Standard Surfactants Ltd
2352,Harmony Capital Services Ltd
2353,Puravankara Ltd
2354,Kenvi Jewels Ltd
2355,JSW Energy Ltd
2356,Incredible Industries Ltd
2357,Shiva Suitings Ltd
2358,Mount Housing & Infrastructure Ltd
2359,Luharuka Media & Infra Ltd
2360,Bhatia Colour Chem Ltd
2361,Salguti Industries Ltd
2362,Sarla Performance Fibers Ltd
2363,S Chand & Company Ltd
2364,SMVD Poly Pack Ltd
2365,Cranex Ltd
2366,Nova Iron & Steel Ltd
2367,United Leasing & Industries Ltd
2368,Econo Trade India Ltd
2369,Graphite India Ltd
2370,Aditya Ispat Ltd
2371,Orient Green Power Company Ltd
2372,AVI Products India Ltd
2373,Poonawalla Fincorp Ltd
2374,Naturo Indiabull Ltd
2375,Nazara Technologies Ltd
2376,Fino Payments Bank Ltd
2377,Udaipur Cement Works Ltd
2378,Jaysynth Dyestuff (India) Ltd
2379,Starteck Finance Ltd
2380,Darshan Orna Ltd
2381,Chandra Bhagat Pharma Ltd
2382,Ducon Infratechnologies Ltd
2383,Anjani Synthetics Ltd
2384,Haryana Leather Chemicals Ltd
2385,BPL Ltd
2386,Orient Ceratech Ltd
2387,Nath Bio-Genes (India) Ltd
2388,KG Petrochem Ltd
2389,Rishi Techtex Ltd
2390,Pasupati Spinning & Weaving Mills Ltd
2391,Techindia Nirman Ltd
2392,HEC Infra Projects Ltd
2393,Bhakti Gems & Jewellery Ltd
2394,Ambica Agarbathies Aroma & Industries Ltd
2395,Pooja Entertainment & Films Ltd
2396,Valiant Communications Ltd
2397,Ambition Mica Ltd
2398,Mufin Green Finance Ltd
2399,Oswal Overseas Ltd
2400,Prozone Realty Ltd
2401,Gita Renewable Energy Ltd
2402,Karma Energy Ltd
2403,Evoq Remedies Ltd
2404,Shiva Global Agro Industries Ltd
2405,Garment Mantra Lifestyle Ltd
2406,Aar Shyam (India) Investment Company Ltd
2407,Marvel Decor Ltd
2408,IndusInd Bank Ltd
2409,Cian Healthcare Ltd
2410,Gujarat Raffia Industries Ltd
2411,Interglobe Aviation Ltd
2412,Aartech Solonics Ltd
2413,Bimetal Bearings Ltd
2414,Emkay Global Financial Services Ltd
2415,Narmada Agrobase Ltd
2416,Bharat Petroleum Corporation Ltd
2417,Kotak Mahindra Bank Ltd
2418,AMJ Land Holdings Ltd
2419,Chandni Machines Ltd
2420,AYM Syntex Ltd
2421,Comfort Intech Ltd
2422,Autoline Industries Ltd
2423,Hardwyn India Ltd
2424,Swarnsarita Jewels India Ltd
2425,CL Educate Ltd
2426,Sampre Nutritions Ltd
2427,DMCC Speciality Chemicals Ltd
2428,Enkei Wheels India Ltd
2429,Retro Green Revolution Ltd
2430,Phoenix Township Ltd
2431,Windsor Machines Ltd
2432,Vikas Ecotech Ltd
2433,Supertex Industries Ltd
2434,Gratex Industries Ltd
2435,Sanchay Finvest Ltd
2436,Cubex Tubings Ltd
2437,Waa Solar Ltd
2438,Link Pharma Chem Ltd
2439,Premier Explosives Ltd
2440,DCB Bank Ltd
2441,Emerald Leisures Ltd
2442,Sagar Cements Ltd
2443,Bandhan Bank Ltd
2444,Jocil Ltd
2445,Texmaco Rail & Engineering Ltd
2446,Lloyds Enterprises Ltd
2447,Brijlaxmi Leasing & Finance Ltd
2448,Gloster Ltd
2449,Nandani Creation Ltd
2450,Prime Industries Ltd
2451,IDFC First Bank Ltd
2452,Super Sales India Ltd
2453,N G Industries Ltd
2454,Mehai Technology Ltd
2455,Rungta Irrigation Ltd
2456,A2Z Infra Engineering Ltd
2457,Mega Flex Plastics Ltd
2458,Ashirwad Capital Ltd
2459,Peeti Securities Ltd
2460,SG Finserve Ltd
2461,Asian Star Company Ltd
2462,Joindre Capital Services Ltd
2463,The Ramco Cements Ltd
2464,Vipul Organics Ltd
2465,Fraser and Company Ltd
2466,Maruti Infrastructure Ltd
2467,Polson Ltd
2468,Grovy India Ltd
2469,Retina Paints Ltd
2470,Mauria Udyog Ltd
2471,CSB Bank Ltd
2472,IFB Industries Ltd
2473,TVS Supply Chain Solutions Ltd
2474,SJ Corporation Ltd
2475,Welspun Corp Ltd
2476,HCP Plastene Bulkpack Ltd
2477,Tamilnad Mercantile Bank Ltd
2478,Andhra Petrochemicals Ltd
2479,Padmanabh Alloys & Polymers Ltd
2480,MBL Infrastructure Ltd
2481,ASL Industries Ltd
2482,C J Gelatine Products Ltd
2483,Spenta International Ltd
2484,Aarey Drugs & Pharmaceuticals Ltd
2485,Manaksia Steels Ltd
2486,Rachana Infrastructure Ltd
2487,Sri Havisha Hospitality & Infrastructure Ltd
2488,SBEC Sugar Ltd
2489,Vijay Solvex Ltd
2490,Sahara Housing Fina Corporation Ltd
2491,G K P Printing & Packaging  Ltd
2492,Global Longlife Hospital and Research Ltd
2493,Innovative Tech Pack Ltd
2494,Veerhealth Care Ltd
2495,Shri Dinesh Mills Ltd
2496,ICICI Bank Ltd
2497,Century Textiles & Industries Ltd
2498,H. S. India Ltd
2499,Intrasoft Technologies Ltd
2500,Data Infrastructure Trust
2501,Ashok Alco-Chem Ltd
2502,Pil Italica Lifestyle Ltd
2503,Sudarshan Chemical Industries Ltd
2504,Vels Film International Ltd
2505,Polycon International Ltd
2506,Mangalam Drugs and Organics Ltd
2507,Kalyani Forge Ltd
2508,HDFC Bank Ltd
2509,Uma Converter Ltd
2510,Super Crop Safe Ltd
2511,K C P Ltd
2512,Sacheta Metals Ltd
2513,Halder Venture Ltd
2514,Candour Techtex Ltd
2515,Ratnabhumi Developers Ltd
2516,VJTF Eduservices Ltd
2517,Diksat Transworld Ltd
2518,Shradha Infraprojects Ltd
2519,Damodar Industries Ltd
2520,Vamshi Rubber Ltd
2521,Axis Bank Ltd
2522,Goblin India Ltd
2523,Finolex Industries Ltd
2524,India Motor Parts & Accessories Ltd
2525,Inventure Growth & Securities Ltd
2526,United Drilling Tools Ltd
2527,Machino Plastics Ltd
2528,IP Rings Ltd
2529,Orissa Bengal Carrier Ltd
2530,Kshitij Polyline Ltd
2531,Paramount Cosmetics (India) Ltd
2532,Sandu Pharmaceuticals Ltd
2533,COSCO (India) Ltd
2534,Magnum Ventures Ltd
2535,Confidence Futuristic Energetech Ltd
2536,Jyoti Ltd
2537,Nila Infrastructures Ltd
